[Node],name,node_id,QEM_reference_node_id,control_type,node_type,control_type_name,x,y,geometry,instruction,capacity,cost,,,,,
,,569,0,0,0,0,62.952,59.292,"<Point><coordinates>62.952000,59.292000</coordinates></Point>",,3,10,,,,,
,,570,0,0,1,0,60.329,58.987,"<Point><coordinates>60.329000,58.987000</coordinates></Point>",,0,0,,,,,
,,571,0,0,0,0,57.462,56.974,"<Point><coordinates>57.462000,56.974000</coordinates></Point>",,3,10,,,,,
,,572,0,0,0,0,60.512,56.486,"<Point><coordinates>60.512000,56.486000</coordinates></Point>",,3,10,,,,,
,,573,0,0,1,0,63.135,56.242,"<Point><coordinates>63.135000,56.242000</coordinates></Point>",,0,0,,,,,
,,574,0,0,1,0,65.453,58.133,"<Point><coordinates>65.453000,58.133000</coordinates></Point>",,0,0,,,,,
,,575,0,0,1,0,66.063,55.266,"<Point><coordinates>66.063000,55.266000</coordinates></Point>",,0,0,,,,,
,,576,0,0,0,0,60.451,54.107,"<Point><coordinates>60.451000,54.107000</coordinates></Point>",,3,10,,,,,
,,577,0,0,1,0,63.379,53.314,"<Point><coordinates>63.379000,53.314000</coordinates></Point>",,0,0,,,,,
,,578,0,0,0,0,62.159,51.118,"<Point><coordinates>62.159000,51.118000</coordinates></Point>",,3,10,,,,,
,,579,0,0,1,0,65.087,49.166,"<Point><coordinates>65.087000,49.166000</coordinates></Point>",,0,0,,,,,
,,580,0,0,1,0,65.148,51.728,"<Point><coordinates>65.148000,51.728000</coordinates></Point>",,0,0,,,,,
,,581,0,0,1,0,68.198,53.741,"<Point><coordinates>68.198000,53.741000</coordinates></Point>",,0,0,,,,,
,,582,0,0,1,0,68.381,50.081,"<Point><coordinates>68.381000,50.081000</coordinates></Point>",,0,0,,,,,
,,583,0,0,1,0,50.386,70.028,"<Point><coordinates>50.386000,70.028000</coordinates></Point>",,0,0,,,,,
,,584,0,0,0,0,36.661,78.9949,"<Point><coordinates>36.661000,78.994900</coordinates></Point>",,3,10,,,,,
,,585,0,0,1,0,43.92,80.3369,"<Point><coordinates>43.920000,80.336900</coordinates></Point>",,0,0,,,,,
,,586,0,0,1,0,40.87,80.3369,"<Point><coordinates>40.870000,80.336900</coordinates></Point>",,0,0,,,,,
,,587,0,0,0,0,43.92,77.409,"<Point><coordinates>43.920000,77.409000</coordinates></Point>",,3,10,,,,,
,,588,0,0,1,0,40.931,77.409,"<Point><coordinates>40.931000,77.409000</coordinates></Point>",,0,0,,,,,
,,589,0,0,1,0,49.837,80.2759,"<Point><coordinates>49.837000,80.275900</coordinates></Point>",,0,0,,,,,
,,590,0,0,1,0,46.848,80.3369,"<Point><coordinates>46.848000,80.336900</coordinates></Point>",,0,0,,,,,
,,591,0,0,1,0,49.837,77.409,"<Point><coordinates>49.837000,77.409000</coordinates></Point>",,3,10,,,,,
,,592,0,0,0,0,46.787,77.2869,"<Point><coordinates>46.787000,77.286900</coordinates></Point>",,3,10,,,,,
,,593,0,0,1,0,55.693,80.3369,"<Point><coordinates>55.693000,80.336900</coordinates></Point>",,0,0,,,,,
,,594,0,0,1,0,52.765,80.3369,"<Point><coordinates>52.765000,80.336900</coordinates></Point>",,0,0,,,,,
,,595,0,0,1,0,55.632,77.409,"<Point><coordinates>55.632000,77.409000</coordinates></Point>",,0,0,,,,,
,,596,0,0,1,0,52.765,77.409,"<Point><coordinates>52.765000,77.409000</coordinates></Point>",,0,0,,,,,
,,597,0,0,1,0,58.194,80.1539,"<Point><coordinates>58.194000,80.153900</coordinates></Point>",,0,0,,,,,
,,598,0,0,1,0,61.122,76.6769,"<Point><coordinates>61.122000,76.676900</coordinates></Point>",,0,0,,,,,
,,599,0,0,1,0,58.621,77.2869,"<Point><coordinates>58.621000,77.286900</coordinates></Point>",,0,0,,,,,
,,600,0,0,1,0,36.844,74.6639,"<Point><coordinates>36.844000,74.663900</coordinates></Point>",,0,0,,,,,
,,601,0,0,1,0,33.794,74.542,"<Point><coordinates>33.794000,74.542000</coordinates></Point>",,0,0,,,,,
,,602,0,0,1,0,36.844,72.041,"<Point><coordinates>36.844000,72.041000</coordinates></Point>",,0,0,,,,,
,,603,0,0,0,0,33.794,72.041,"<Point><coordinates>33.794000,72.041000</coordinates></Point>",,3,10,,,,,
,,604,0,0,0,0,42.578,74.847,"<Point><coordinates>42.578000,74.847000</coordinates></Point>",,3,10,,,,,
,,605,0,0,1,0,39.711,74.725,"<Point><coordinates>39.711000,74.725000</coordinates></Point>",,0,0,,,,,
,,606,0,0,1,0,42.578,72.346,"<Point><coordinates>42.578000,72.346000</coordinates></Point>",,0,0,,,,,
,,607,0,0,1,0,39.711,72.224,"<Point><coordinates>39.711000,72.224000</coordinates></Point>",,0,0,,,,,
,,608,0,0,0,0,48.19,74.908,"<Point><coordinates>48.190000,74.908000</coordinates></Point>",,3,10,,,,,
,,609,0,0,1,0,45.384,74.847,"<Point><coordinates>45.384000,74.847000</coordinates></Point>",,0,0,,,,,
,,610,0,0,1,0,48.19,72.407,"<Point><coordinates>48.190000,72.407000</coordinates></Point>",,0,0,,,,,
,,611,0,0,1,0,45.445,72.346,"<Point><coordinates>45.445000,72.346000</coordinates></Point>",,0,0,,,,,
,,612,0,0,1,0,53.924,74.9689,"<Point><coordinates>53.924000,74.968900</coordinates></Point>",,0,0,,,,,
,,613,0,0,0,0,51.057,74.9689,"<Point><coordinates>51.057000,74.968900</coordinates></Point>",,3,10,,,,,
,,614,0,0,0,0,53.924,72.651,"<Point><coordinates>53.924000,72.651000</coordinates></Point>",,3,10,,,,,
,,615,0,0,1,0,51.118,72.59,"<Point><coordinates>51.118000,72.590000</coordinates></Point>",,0,0,,,,,
,,616,0,0,1,0,59.963,74.908,"<Point><coordinates>59.963000,74.908000</coordinates></Point>",,0,0,,,,,
,,617,0,0,1,0,56.852,75.03,"<Point><coordinates>56.852000,75.030000</coordinates></Point>",,0,0,,,,,
,,618,0,0,1,0,59.841,73.017,"<Point><coordinates>59.841000,73.017000</coordinates></Point>",,0,0,,,,,
,,619,0,0,0,0,56.913,73.017,"<Point><coordinates>56.913000,73.017000</coordinates></Point>",,3,10,,,,,
,,620,0,0,1,0,61.854,74.9689,"<Point><coordinates>61.854000,74.968900</coordinates></Point>",,0,0,,,,,
,,621,0,0,1,0,61.854,73.5659,"<Point><coordinates>61.854000,73.565900</coordinates></Point>",,0,0,,,,,
,,622,0,0,0,0,52.277,69.662,"<Point><coordinates>52.277000,69.662000</coordinates></Point>",,3,10,,,,,
,,623,0,0,1,0,51.057,66.673,"<Point><coordinates>51.057000,66.673000</coordinates></Point>",,0,0,,,,,
,,624,0,0,0,0,53.985,66.368,"<Point><coordinates>53.985000,66.368000</coordinates></Point>",,3,10,,,,,
,,625,0,0,1,0,54.9,68.869,"<Point><coordinates>54.900000,68.869000</coordinates></Point>",,0,0,,,,,
,,626,0,0,1,0,54.168,63.684,"<Point><coordinates>54.168000,63.684000</coordinates></Point>",,0,0,,,,,
,,627,0,0,1,0,51.118,63.623,"<Point><coordinates>51.118000,63.623000</coordinates></Point>",,0,0,,,,,
,,628,0,0,1,0,54.168,60.817,"<Point><coordinates>54.168000,60.817000</coordinates></Point>",,0,0,,,,,
,,629,0,0,1,0,51.301,60.634,"<Point><coordinates>51.301000,60.634000</coordinates></Point>",,0,0,,,,,
,,630,0,0,1,0,56.242,63.745,"<Point><coordinates>56.242000,63.745000</coordinates></Point>",,0,0,,,,,
,,631,0,0,0,0,57.279,60.817,"<Point><coordinates>57.279000,60.817000</coordinates></Point>",,3,10,,,,,
,,632,0,0,1,0,54.351,57.828,"<Point><coordinates>54.351000,57.828000</coordinates></Point>",,0,0,,,,,
,,633,0,0,0,0,51.423,57.706,"<Point><coordinates>51.423000,57.706000</coordinates></Point>",,3,10,,,,,
,,634,0,0,1,0,54.351,54.839,"<Point><coordinates>54.351000,54.839000</coordinates></Point>",,0,0,,,,,
,,635,0,0,1,0,51.423,54.717,"<Point><coordinates>51.423000,54.717000</coordinates></Point>",,0,0,,,,,
,,636,0,0,1,0,57.157,58.621,"<Point><coordinates>57.157000,58.621000</coordinates></Point>",,0,0,,,,,
,,637,0,0,1,0,57.279,54.839,"<Point><coordinates>57.279000,54.839000</coordinates></Point>",,0,0,,,,,
,,638,0,0,0,0,47.214,48.434,"<Point><coordinates>47.214000,48.434000</coordinates></Point>",,3,10,,,,,
,,639,0,0,1,0,54.473,51.911,"<Point><coordinates>54.473000,51.911000</coordinates></Point>",,0,0,,,,,
,,640,0,0,0,0,51.545,51.789,"<Point><coordinates>51.545000,51.789000</coordinates></Point>",,3,10,,,,,
,,641,0,0,0,0,54.534,48.861,"<Point><coordinates>54.534000,48.861000</coordinates></Point>",,3,10,,,,,
,,642,0,0,1,0,51.667,48.861,"<Point><coordinates>51.667000,48.861000</coordinates></Point>",,0,0,,,,,
,,643,0,0,1,0,60.268,52.46,"<Point><coordinates>60.268000,52.460000</coordinates></Point>",,0,0,,,,,
,,644,0,0,1,0,57.401,51.972,"<Point><coordinates>57.401000,51.972000</coordinates></Point>",,0,0,,,,,
,,645,0,0,1,0,60.512,48.434,"<Point><coordinates>60.512000,48.434000</coordinates></Point>",,0,0,,,,,
,,646,0,0,0,0,57.462,48.983,"<Point><coordinates>57.462000,48.983000</coordinates></Point>",,3,10,,,,,
,,647,0,0,1,0,63.013,48.251,"<Point><coordinates>63.013000,48.251000</coordinates></Point>",,0,0,,,,,
,,648,0,0,1,0,54.595,45.872,"<Point><coordinates>54.595000,45.872000</coordinates></Point>",,0,0,,,,,
,,649,0,0,1,0,51.789,45.811,"<Point><coordinates>51.789000,45.811000</coordinates></Point>",,0,0,,,,,
,,650,0,0,1,0,54.778,42.944,"<Point><coordinates>54.778000,42.944000</coordinates></Point>",,0,0,,,,,
,,651,0,0,1,0,51.728,42.883,"<Point><coordinates>51.728000,42.883000</coordinates></Point>",,0,0,,,,,
,,652,0,0,1,0,60.634,46.055,"<Point><coordinates>60.634000,46.055000</coordinates></Point>",,0,0,,,,,
,,653,0,0,0,0,57.584,46.055,"<Point><coordinates>57.584000,46.055000</coordinates></Point>",,3,10,,,,,
,,654,0,0,0,0,60.695,43.066,"<Point><coordinates>60.695000,43.066000</coordinates></Point>",,3,10,,,,,
,,655,0,0,1,0,57.706,42.944,"<Point><coordinates>57.706000,42.944000</coordinates></Point>",,0,0,,,,,
,,656,0,0,1,0,66.673,46.055,"<Point><coordinates>66.673000,46.055000</coordinates></Point>",,0,0,,,,,
,,657,0,0,1,0,63.684,46.177,"<Point><coordinates>63.684000,46.177000</coordinates></Point>",,0,0,,,,,
,,658,0,0,1,0,66.734,43.005,"<Point><coordinates>66.734000,43.005000</coordinates></Point>",,0,0,,,,,
,,659,0,0,1,0,63.745,43.005,"<Point><coordinates>63.745000,43.005000</coordinates></Point>",,0,0,,,,,
,,660,0,0,1,0,68.991,46.055,"<Point><coordinates>68.991000,46.055000</coordinates></Point>",,0,0,,,,,
,,661,0,0,1,0,69.052,43.066,"<Point><coordinates>69.052000,43.066000</coordinates></Point>",,0,0,,,,,
,,662,0,0,1,0,60.756,40.016,"<Point><coordinates>60.756000,40.016000</coordinates></Point>",,0,0,,,,,
,,663,0,0,1,0,57.889,40.016,"<Point><coordinates>57.889000,40.016000</coordinates></Point>",,0,0,,,,,
,,664,0,0,1,0,60.878,37.027,"<Point><coordinates>60.878000,37.027000</coordinates></Point>",,0,0,,,,,
,,665,0,0,1,0,57.95,37.027,"<Point><coordinates>57.950000,37.027000</coordinates></Point>",,0,0,,,,,
,,666,0,0,1,0,66.734,40.016,"<Point><coordinates>66.734000,40.016000</coordinates></Point>",,0,0,,,,,
,,667,0,0,1,0,63.745,40.016,"<Point><coordinates>63.745000,40.016000</coordinates></Point>",,0,0,,,,,
,,668,0,0,1,0,66.795,37.088,"<Point><coordinates>66.795000,37.088000</coordinates></Point>",,0,0,,,,,
,,669,0,0,1,0,63.806,37.088,"<Point><coordinates>63.806000,37.088000</coordinates></Point>",,0,0,,,,,
,,670,0,0,1,0,69.113,38.796,"<Point><coordinates>69.113000,38.796000</coordinates></Point>",,0,0,,,,,
,,671,0,0,0,0,36.722,69.174,"<Point><coordinates>36.722000,69.174000</coordinates></Point>",,3,10,,,,,
,,672,0,0,1,0,33.855,68.991,"<Point><coordinates>33.855000,68.991000</coordinates></Point>",,0,0,,,,,
,,673,0,0,1,0,36.844,66.185,"<Point><coordinates>36.844000,66.185000</coordinates></Point>",,0,0,,,,,
,,674,0,0,1,0,33.794,66.002,"<Point><coordinates>33.794000,66.002000</coordinates></Point>",,0,0,,,,,
,,675,0,0,1,0,42.456,69.235,"<Point><coordinates>42.456000,69.235000</coordinates></Point>",,0,0,,,,,
,,676,0,0,1,0,39.711,69.113,"<Point><coordinates>39.711000,69.113000</coordinates></Point>",,0,0,,,,,
,,677,0,0,1,0,42.578,66.429,"<Point><coordinates>42.578000,66.429000</coordinates></Point>",,0,0,,,,,
,,678,0,0,0,0,39.711,66.246,"<Point><coordinates>39.711000,66.246000</coordinates></Point>",,3,10,,,,,
,,679,0,0,1,0,47.58,69.418,"<Point><coordinates>47.580000,69.418000</coordinates></Point>",,0,0,,,,,
,,680,0,0,1,0,45.384,69.418,"<Point><coordinates>45.384000,69.418000</coordinates></Point>",,0,0,,,,,
,,681,0,0,1,0,48.19,66.429,"<Point><coordinates>48.190000,66.429000</coordinates></Point>",,0,0,,,,,
,,682,0,0,1,0,45.262,66.368,"<Point><coordinates>45.262000,66.368000</coordinates></Point>",,0,0,,,,,
,,683,0,0,1,0,36.722,63.074,"<Point><coordinates>36.722000,63.074000</coordinates></Point>",,0,0,,,,,
,,684,0,0,1,0,33.794,63.074,"<Point><coordinates>33.794000,63.074000</coordinates></Point>",,0,0,,,,,
,,685,0,0,1,0,36.661,60.268,"<Point><coordinates>36.661000,60.268000</coordinates></Point>",,0,0,,,,,
,,686,0,0,1,0,33.855,60.146,"<Point><coordinates>33.855000,60.146000</coordinates></Point>",,3,10,,,,,
,,687,0,0,0,0,42.517,63.379,"<Point><coordinates>42.517000,63.379000</coordinates></Point>",,0,0,,,,,
,,688,0,0,1,0,39.711,63.257,"<Point><coordinates>39.711000,63.257000</coordinates></Point>",,0,0,,,,,
,,689,0,0,0,0,42.517,60.451,"<Point><coordinates>42.517000,60.451000</coordinates></Point>",,3,10,,,,,
,,690,0,0,1,0,39.711,60.268,"<Point><coordinates>39.711000,60.268000</coordinates></Point>",,0,0,,,,,
,,691,0,0,1,0,48.19,63.562,"<Point><coordinates>48.190000,63.562000</coordinates></Point>",,0,0,,,,,
,,692,0,0,1,0,45.445,63.379,"<Point><coordinates>45.445000,63.379000</coordinates></Point>",,0,0,,,,,
,,693,0,0,0,0,48.373,60.512,"<Point><coordinates>48.373000,60.512000</coordinates></Point>",,3,10,,,,,
,,694,0,0,0,0,45.384,60.451,"<Point><coordinates>45.384000,60.451000</coordinates></Point>",,3,10,,,,,
,,695,0,0,1,0,36.722,57.218,"<Point><coordinates>36.722000,57.218000</coordinates></Point>",,0,0,,,,,
,,696,0,0,1,0,33.733,57.218,"<Point><coordinates>33.733000,57.218000</coordinates></Point>",,0,0,,,,,
,,697,0,0,1,0,36.783,54.29,"<Point><coordinates>36.783000,54.290000</coordinates></Point>",,0,0,,,,,
,,698,0,0,1,0,33.794,54.168,"<Point><coordinates>33.794000,54.168000</coordinates></Point>",,0,0,,,,,
,,699,0,0,1,0,42.578,57.34,"<Point><coordinates>42.578000,57.340000</coordinates></Point>",,0,0,,,,,
,,700,0,0,1,0,39.711,57.34,"<Point><coordinates>39.711000,57.340000</coordinates></Point>",,0,0,,,,,
,,701,0,0,1,0,42.639,54.473,"<Point><coordinates>42.639000,54.473000</coordinates></Point>",,0,0,,,,,
,,702,0,0,1,0,39.772,54.29,"<Point><coordinates>39.772000,54.290000</coordinates></Point>",,0,0,,,,,
,,703,0,0,1,0,48.373,57.462,"<Point><coordinates>48.373000,57.462000</coordinates></Point>",,0,0,,,,,
,,704,0,0,1,0,45.506,57.462,"<Point><coordinates>45.506000,57.462000</coordinates></Point>",,0,0,,,,,
,,705,0,0,1,0,48.495,54.717,"<Point><coordinates>48.495000,54.717000</coordinates></Point>",,0,0,,,,,
,,706,0,0,1,0,45.567,54.595,"<Point><coordinates>45.567000,54.595000</coordinates></Point>",,0,0,,,,,
,,707,0,0,1,0,46.97,51.667,"<Point><coordinates>46.970000,51.667000</coordinates></Point>",,0,0,,,,,
,,708,0,0,1,0,18.971,78.934,"<Point><coordinates>18.971000,78.934000</coordinates></Point>",,0,0,,,,,
,,709,0,0,1,0,24.827,78.934,"<Point><coordinates>24.827000,78.934000</coordinates></Point>",,0,0,,,,,
,,710,0,0,1,0,32.147,80.3369,"<Point><coordinates>32.147000,80.336900</coordinates></Point>",,0,0,,,,,
,,711,0,0,1,0,29.219,80.4589,"<Point><coordinates>29.219000,80.458900</coordinates></Point>",,0,0,,,,,
,,712,0,0,1,0,32.208,77.4699,"<Point><coordinates>32.208000,77.469900</coordinates></Point>",,0,0,,,,,
,,713,0,0,1,0,29.158,77.409,"<Point><coordinates>29.158000,77.409000</coordinates></Point>",,0,0,,,,,
,,714,0,0,1,0,17.995,73.2,"<Point><coordinates>17.995000,73.200000</coordinates></Point>",,0,0,,,,,
,,715,0,0,1,0,23.668,73.2,"<Point><coordinates>23.668000,73.200000</coordinates></Point>",,0,0,,,,,
,,716,0,0,0,0,30.866,74.542,"<Point><coordinates>30.866000,74.542000</coordinates></Point>",,3,10,,,,,
,,717,0,0,1,0,27.999,74.42,"<Point><coordinates>27.999000,74.420000</coordinates></Point>",,0,0,,,,,
,,718,0,0,1,0,30.805,71.919,"<Point><coordinates>30.805000,71.919000</coordinates></Point>",,0,0,,,,,
,,719,0,0,1,0,27.999,71.919,"<Point><coordinates>27.999000,71.919000</coordinates></Point>",,0,0,,,,,
,,720,0,0,1,0,18.056,67.405,"<Point><coordinates>18.056000,67.405000</coordinates></Point>",,0,0,,,,,
,,721,0,0,1,0,23.668,67.527,"<Point><coordinates>23.668000,67.527000</coordinates></Point>",,0,0,,,,,
,,722,0,0,1,0,30.988,68.869,"<Point><coordinates>30.988000,68.869000</coordinates></Point>",,0,0,,,,,
,,723,0,0,1,0,27.999,68.93,"<Point><coordinates>27.999000,68.930000</coordinates></Point>",,0,0,,,,,
,,724,0,0,1,0,30.866,66.002,"<Point><coordinates>30.866000,66.002000</coordinates></Point>",,0,0,,,,,
,,725,0,0,1,0,28.06,65.819,"<Point><coordinates>28.060000,65.819000</coordinates></Point>",,0,0,,,,,
,,726,0,0,1,0,17.995,61.488,"<Point><coordinates>17.995000,61.488000</coordinates></Point>",,0,0,,,,,
,,727,0,0,1,0,23.729,61.671,"<Point><coordinates>23.729000,61.671000</coordinates></Point>",,0,0,,,,,
,,728,0,0,1,0,30.866,63.013,"<Point><coordinates>30.866000,63.013000</coordinates></Point>",,0,0,,,,,
,,729,0,0,1,0,28.06,62.891,"<Point><coordinates>28.060000,62.891000</coordinates></Point>",,0,0,,,,,
,,730,0,0,1,0,30.927,60.085,"<Point><coordinates>30.927000,60.085000</coordinates></Point>",,0,0,,,,,
,,731,0,0,1,0,27.938,60.024,"<Point><coordinates>27.938000,60.024000</coordinates></Point>",,0,0,,,,,
,,732,0,0,1,0,17.995,55.632,"<Point><coordinates>17.995000,55.632000</coordinates></Point>",,0,0,,,,,
,,733,0,0,1,0,23.79,55.815,"<Point><coordinates>23.790000,55.815000</coordinates></Point>",,0,0,,,,,
,,734,0,0,1,0,30.927,57.096,"<Point><coordinates>30.927000,57.096000</coordinates></Point>",,0,0,,,,,
,,735,0,0,1,0,28.121,57.035,"<Point><coordinates>28.121000,57.035000</coordinates></Point>",,0,0,,,,,
,,736,0,0,0,0,30.927,54.168,"<Point><coordinates>30.927000,54.168000</coordinates></Point>",,3,10,,,,,
,,737,0,0,1,0,28.121,53.985,"<Point><coordinates>28.121000,53.985000</coordinates></Point>",,0,0,,,,,
,,738,0,0,1,0,37.454,102.4799,"<Point><coordinates>37.454000,102.479900</coordinates></Point>",,0,0,,,,,
,,739,0,0,1,0,43.798,103.6999,"<Point><coordinates>43.798000,103.699900</coordinates></Point>",,0,0,,,,,
,,740,0,0,1,0,40.748,103.5779,"<Point><coordinates>40.748000,103.577900</coordinates></Point>",,0,0,,,,,
,,741,0,0,1,0,43.859,101.0159,"<Point><coordinates>43.859000,101.015900</coordinates></Point>",,0,0,,,,,
,,742,0,0,1,0,40.992,100.9549,"<Point><coordinates>40.992000,100.954900</coordinates></Point>",,0,0,,,,,
,,743,0,0,1,0,48.373,102.4189,"<Point><coordinates>48.373000,102.418900</coordinates></Point>",,0,0,,,,,
,,744,0,0,1,0,53.619,103.6389,"<Point><coordinates>53.619000,103.638900</coordinates></Point>",,0,0,,,,,
,,745,0,0,1,0,53.558,100.9549,"<Point><coordinates>53.558000,100.954900</coordinates></Point>",,0,0,,,,,
,,746,0,0,1,0,37.637,96.6849,"<Point><coordinates>37.637000,96.684900</coordinates></Point>",,0,0,,,,,
,,747,0,0,1,0,43.92,97.9659,"<Point><coordinates>43.920000,97.965900</coordinates></Point>",,0,0,,,,,
,,748,0,0,1,0,40.87,97.9659,"<Point><coordinates>40.870000,97.965900</coordinates></Point>",,0,0,,,,,
,,749,0,0,1,0,43.92,95.1599,"<Point><coordinates>43.920000,95.159900</coordinates></Point>",,0,0,,,,,
,,750,0,0,1,0,40.87,95.0989,"<Point><coordinates>40.870000,95.098900</coordinates></Point>",,0,0,,,,,
,,751,0,0,1,0,49.959,97.8439,"<Point><coordinates>49.959000,97.843900</coordinates></Point>",,0,0,,,,,
,,752,0,0,1,0,46.909,97.9659,"<Point><coordinates>46.909000,97.965900</coordinates></Point>",,0,0,,,,,
,,753,0,0,1,0,49.837,95.0989,"<Point><coordinates>49.837000,95.098900</coordinates></Point>",,0,0,,,,,
,,754,0,0,1,0,46.787,95.1599,"<Point><coordinates>46.787000,95.159900</coordinates></Point>",,0,0,,,,,
,,755,0,0,1,0,53.619,98.0269,"<Point><coordinates>53.619000,98.026900</coordinates></Point>",,0,0,,,,,
,,756,0,0,1,0,53.131,95.1599,"<Point><coordinates>53.131000,95.159900</coordinates></Point>",,0,0,,,,,
,,757,0,0,1,0,37.515,90.7679,"<Point><coordinates>37.515000,90.767900</coordinates></Point>",,0,0,,,,,
,,758,0,0,1,0,43.859,92.1709,"<Point><coordinates>43.859000,92.170900</coordinates></Point>",,0,0,,,,,
,,759,0,0,1,0,40.931,92.1709,"<Point><coordinates>40.931000,92.170900</coordinates></Point>",,0,0,,,,,
,,760,0,0,1,0,43.859,89.0599,"<Point><coordinates>43.859000,89.059900</coordinates></Point>",,0,0,,,,,
,,761,0,0,1,0,40.931,89.2429,"<Point><coordinates>40.931000,89.242900</coordinates></Point>",,0,0,,,,,
,,762,0,0,1,0,49.776,92.1099,"<Point><coordinates>49.776000,92.109900</coordinates></Point>",,0,0,,,,,
,,763,0,0,1,0,46.848,92.0489,"<Point><coordinates>46.848000,92.048900</coordinates></Point>",,0,0,,,,,
,,764,0,0,1,0,49.837,89.3649,"<Point><coordinates>49.837000,89.364900</coordinates></Point>",,0,0,,,,,
,,765,0,0,1,0,46.787,89.1819,"<Point><coordinates>46.787000,89.181900</coordinates></Point>",,0,0,,,,,
,,766,0,0,1,0,52.765,92.1099,"<Point><coordinates>52.765000,92.109900</coordinates></Point>",,0,0,,,,,
,,767,0,0,1,0,53.131,89.0599,"<Point><coordinates>53.131000,89.059900</coordinates></Point>",,0,0,,,,,
,,768,0,0,1,0,37.515,84.9119,"<Point><coordinates>37.515000,84.911900</coordinates></Point>",,0,0,,,,,
,,769,0,0,1,0,43.798,86.2539,"<Point><coordinates>43.798000,86.253900</coordinates></Point>",,0,0,,,,,
,,770,0,0,1,0,40.931,86.3149,"<Point><coordinates>40.931000,86.314900</coordinates></Point>",,0,0,,,,,
,,771,0,0,1,0,43.92,83.3869,"<Point><coordinates>43.920000,83.386900</coordinates></Point>",,0,0,,,,,
,,772,0,0,1,0,40.931,83.2039,"<Point><coordinates>40.931000,83.203900</coordinates></Point>",,0,0,,,,,
,,773,0,0,1,0,49.898,86.2539,"<Point><coordinates>49.898000,86.253900</coordinates></Point>",,0,0,,,,,
,,774,0,0,1,0,46.848,86.3149,"<Point><coordinates>46.848000,86.314900</coordinates></Point>",,0,0,,,,,
,,775,0,0,1,0,49.837,83.4479,"<Point><coordinates>49.837000,83.447900</coordinates></Point>",,0,0,,,,,
,,776,0,0,1,0,46.848,83.4479,"<Point><coordinates>46.848000,83.447900</coordinates></Point>",,0,0,,,,,
,,777,0,0,1,0,53.497,86.1319,"<Point><coordinates>53.497000,86.131900</coordinates></Point>",,0,0,,,,,
,,778,0,0,1,0,55.693,83.4479,"<Point><coordinates>55.693000,83.447900</coordinates></Point>",,0,0,,,,,
,,779,0,0,1,0,52.765,83.2649,"<Point><coordinates>52.765000,83.264900</coordinates></Point>",,0,0,,,,,
,,780,0,0,1,0,12.993,102.4189,"<Point><coordinates>12.993000,102.418900</coordinates></Point>",,0,0,,,,,
,,781,0,0,1,0,18.91,102.3579,"<Point><coordinates>18.910000,102.357900</coordinates></Point>",,0,0,,,,,
,,782,0,0,1,0,24.705,102.2359,"<Point><coordinates>24.705000,102.235900</coordinates></Point>",,0,0,,,,,
,,783,0,0,1,0,30.683,102.2969,"<Point><coordinates>30.683000,102.296900</coordinates></Point>",,0,0,,,,,
,,784,0,0,1,0,34.587,102.4799,"<Point><coordinates>34.587000,102.479900</coordinates></Point>",,0,0,,,,,
,,785,0,0,1,0,12.993,96.6849,"<Point><coordinates>12.993000,96.684900</coordinates></Point>",,0,0,,,,,
,,786,0,0,1,0,18.849,96.6849,"<Point><coordinates>18.849000,96.684900</coordinates></Point>",,0,0,,,,,
,,787,0,0,1,0,24.705,96.6849,"<Point><coordinates>24.705000,96.684900</coordinates></Point>",,0,0,,,,,
,,788,0,0,1,0,32.147,97.9049,"<Point><coordinates>32.147000,97.904900</coordinates></Point>",,0,0,,,,,
,,789,0,0,1,0,29.219,97.9659,"<Point><coordinates>29.219000,97.965900</coordinates></Point>",,0,0,,,,,
,,790,0,0,1,0,32.147,95.1599,"<Point><coordinates>32.147000,95.159900</coordinates></Point>",,0,0,,,,,
,,791,0,0,1,0,29.219,95.0989,"<Point><coordinates>29.219000,95.098900</coordinates></Point>",,0,0,,,,,
,,792,0,0,1,0,34.587,96.6849,"<Point><coordinates>34.587000,96.684900</coordinates></Point>",,0,0,,,,,
,,793,0,0,1,0,13.054,90.8899,"<Point><coordinates>13.054000,90.889900</coordinates></Point>",,0,0,,,,,
,,794,0,0,1,0,18.849,90.8289,"<Point><coordinates>18.849000,90.828900</coordinates></Point>",,0,0,,,,,
,,795,0,0,1,0,24.766,90.7679,"<Point><coordinates>24.766000,90.767900</coordinates></Point>",,0,0,,,,,
,,796,0,0,1,0,32.147,92.1709,"<Point><coordinates>32.147000,92.170900</coordinates></Point>",,0,0,,,,,
,,797,0,0,1,0,29.097,92.0489,"<Point><coordinates>29.097000,92.048900</coordinates></Point>",,0,0,,,,,
,,798,0,0,1,0,32.208,89.2429,"<Point><coordinates>32.208000,89.242900</coordinates></Point>",,0,0,,,,,
,,799,0,0,1,0,29.158,88.9989,"<Point><coordinates>29.158000,88.998900</coordinates></Point>",,0,0,,,,,
,,800,0,0,1,0,34.587,90.8899,"<Point><coordinates>34.587000,90.889900</coordinates></Point>",,0,0,,,,,
,,801,0,0,1,0,12.993,85.0339,"<Point><coordinates>12.993000,85.033900</coordinates></Point>",,0,0,,,,,
,,802,0,0,1,0,18.91,85.0339,"<Point><coordinates>18.910000,85.033900</coordinates></Point>",,0,0,,,,,
